Person_id,Survey_date,Round,Status,Tenure,Geography,Province,Matric,Degree,Diploma,Schoolquintile,Math,Mathlit,Additional_lang,Home_lang,Science,Female,Sa_citizen,Birthyear,Birthmonth,Target
Id_l9c35yakx5,2022-08-15,3,wage employed,127.0,Suburb,Limpopo,1.0,0.0,0.0,2.0,,30 - 39 %,40 - 49 %,,,1,1,1996,10,1
Id_ei0o6ky91e,2022-08-05,3,unemployed,127.0,Rural,Limpopo,1.0,0.0,0.0,,0 - 29 %,,50 - 59 %,,,1,1,1991,6,0
Id_wzuicilf4i,2022-08-10,3,self employed,644.0,Urban,Gauteng,1.0,0.0,0.0,2.0,,40 - 49 %,50 - 59 %,,,1,1,1999,12,1
Id_2bjvd9angq,2023-03-20,4,unemployed,64.0,Rural,KwaZulu-Natal,,,,,,,,,,1,1,1996,5,0
Id_55zf4veqrs,2023-03-14,4,self employed,157.0,Suburb,KwaZulu-Natal,0.0,0.0,0.0,2.0,,,,,,1,1,1993,7,1
Id_etuukmu20y,2022-07-28,3,unemployed,978.0,Urban,Gauteng,1.0,0.0,0.0,0.0,50 - 59 %,,70 - 79 %,,40 - 49 %,1,1,1997,12,0
Id_wf4xze5a7p,2022-03-03,2,wage employed,56.0,Urban,Eastern Cape,1.0,,,3.0,,40 - 49 %,40 - 49 %,,,1,1,2000,1,1
Id_0dai639qtb,2021-08-13,1,studying,,Rural,Mpumalanga,1.0,0.0,0.0,2.0,0 - 29 %,,40 - 49 %,,,0,1,1989,5,0
Id_c403vedbx8,2022-08-15,3,other,,Urban,Western Cape,1.0,0.0,0.0,4.0,,,,,,0,1,1997,8,1
Id_zepjbentk5,2022-08-10,3,other,,Urban,Gauteng,1.0,,,4.0,,30 - 39 %,50 - 59 %,,,1,1,2002,3,1
Id_m7fbbcr1ml,2022-08-02,3,unemployed,583.0,Urban,Western Cape,0.0,0.0,0.0,5.0,,,,,,0,1,2003,1,0
Id_447t4m7gj7,2023-02-09,4,unemployed,181.0,Rural,Limpopo,1.0,0.0,0.0,3.0,0 - 29 %,,50 - 59 %,,,1,1,2000,1,1
Id_b5g3709q18,2022-08-05,3,unemployed,583.0,Suburb,Mpumalanga,1.0,0.0,1.0,3.0,30 - 39 %,,40 - 49 %,,,1,1,2000,4,0
Id_00pk7h5i6i,2021-08-19,1,studying,,Urban,Gauteng,1.0,,,1.0,,70 - 79 %,50 - 59 %,,,1,1,1998,2,0
Id_8c0zavhpe4,2023-03-02,4,wage employed,61.0,Urban,KwaZulu-Natal,,,,,,,,,,0,1,1995,9,0
Id_pdem11qit0,2022-02-28,2,unemployed,63.0,Urban,Gauteng,1.0,,,4.0,,60 - 69 %,50 - 59 %,,,0,1,2002,6,0
Id_btybfjxfzc,2022-03-17,2,self employed,3391.0,Urban,KwaZulu-Natal,,,,,,,,,,0,1,2000,1,1
Id_54l72g1aac,2022-03-14,2,unemployed,795.0,Rural,Free State,1.0,,,5.0,,30 - 39 %,50 - 59 %,,,1,1,2000,1,0
Id_ziebrde3qy,2022-03-14,2,unemployed,795.0,Urban,North West,1.0,,,3.0,,60 - 69 %,70 - 79 %,,,1,1,2000,1,0
Id_k4jq6x2p76,2022-08-12,3,other,,Urban,KwaZulu-Natal,1.0,0.0,1.0,,50 - 59 %,,50 - 59 %,,,0,1,1992,5,1
Id_tbms3ulhfk,2023-02-09,4,unemployed,36.0,Urban,North West,1.0,0.0,0.0,3.0,0 - 29 %,,60 - 69 %,,,1,1,2001,12,0
Id_i3lesb3twh,2022-03-02,2,unemployed,720.0,Urban,Free State,1.0,0.0,0.0,3.0,,40 - 49 %,40 - 49 %,,,1,1,2000,1,1
Id_9cnyw0f0pg,2023-03-13,4,unemployed,64.0,Rural,KwaZulu-Natal,,,,,,,,,,1,1,2000,5,0
Id_mc0y5fgv56,2023-02-10,4,unemployed,189.0,Urban,KwaZulu-Natal,,,,,,,,,,0,1,1996,10,0
Id_wvn4hl4648,2022-09-03,3,other,,Urban,KwaZulu-Natal,1.0,0.0,0.0,4.0,,30 - 39 %,,40 - 49 %,,0,1,1998,2,1
Id_isqfhwlp1s,2022-03-08,2,studying,,Urban,KwaZulu-Natal,1.0,1.0,0.0,1.0,,80 - 100 %,60 - 69 %,,,1,1,1997,9,0
Id_14swe3bnyl,2023-02-09,4,wage employed,676.0,Urban,Gauteng,1.0,0.0,0.0,,0 - 29 %,,40 - 49 %,,40 - 49 %,0,1,1999,4,1
Id_hnzpsv91qi,2022-08-12,3,unemployed,644.0,Urban,KwaZulu-Natal,0.0,,,2.0,,,,,,0,1,1994,6,0
Id_hbp12mom6y,2023-02-06,4,unemployed,1742.0,Urban,Gauteng,0.0,0.0,0.0,2.0,,,,,,0,1,1989,9,0
Id_hnrcol91zv,2022-02-24,2,unemployed,1894.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,4.0,,40 - 49 %,40 - 49 %,,,1,1,1998,1,0
Id_9z80zmotda,2021-08-13,1,wage employed,0.0,Urban,KwaZulu-Natal,1.0,,,1.0,,,,,,0,1,1994,10,0
Id_psjadeyfor,2023-02-10,4,studying,,Urban,KwaZulu-Natal,,,,,,,,,,0,1,1999,9,1
Id_m6asaas7h3,2023-02-20,4,unemployed,798.0,Urban,North West,0.0,0.0,0.0,1.0,,,,,,0,1,1996,9,0
Id_o11s3jp86d,2023-02-13,4,unemployed,334.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,2.0,,40 - 49 %,,70 - 79 %,,1,1,2000,10,0
Id_kod0rzhktk,2023-02-08,4,wage employed,122.0,Urban,Gauteng,1.0,0.0,0.0,2.0,0 - 29 %,,50 - 59 %,,,1,1,1998,2,0
Id_kz9e8yf1cz,2022-02-28,2,unemployed,1132.0,Rural,Limpopo,,,,,,,,,,0,1,1995,11,0
Id_v23oe85n3g,2023-02-17,4,employment programme,92.0,Rural,Northern Cape,1.0,0.0,1.0,4.0,,40 - 49 %,,40 - 49 %,,1,1,2000,1,1
Id_xefqd0a20n,2022-03-01,2,unemployed,33.0,Urban,Eastern Cape,1.0,0.0,0.0,3.0,,30 - 39 %,40 - 49 %,,,0,1,1989,6,0
Id_oz3bl59bw0,2023-02-27,4,unemployed,1132.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,1.0,,0 - 29 %,40 - 49 %,,,0,1,1998,1,0
Id_3s24zi8zoo,2023-03-16,4,unemployed,1890.0,Urban,Eastern Cape,1.0,0.0,0.0,3.0,30 - 39 %,,50 - 59 %,,30 - 39 %,1,1,1993,9,0
Id_aj82uwruib,2022-03-14,2,employment programme,1168.0,Urban,Western Cape,1.0,,,3.0,40 - 49 %,,70 - 79 %,,,1,1,2000,1,1
Id_djk8zymhmw,2022-08-15,3,other,,Rural,Limpopo,1.0,,,,0 - 29 %,,40 - 49 %,,30 - 39 %,0,1,1990,3,1
Id_yucnrgtghs,2023-02-09,4,studying,,Urban,Free State,,,,,,,,,,0,1,2002,9,0
Id_q8ggdxkmcs,2023-02-13,4,unemployed,276.0,Urban,Gauteng,,,,,,,,,,0,1,1998,4,1
Id_fpn7j8mmsf,2023-02-24,4,wage employed,1466.0,Urban,Western Cape,,,,,,,,,,0,1,1997,4,1
Id_azt616ufry,2023-03-02,4,wage employed,153.0,Urban,North West,1.0,0.0,0.0,3.0,,,70 - 79 %,,30 - 39 %,1,1,2000,1,0
Id_s2syid2v54,2023-03-23,4,studying,,Suburb,North West,1.0,0.0,0.0,2.0,,40 - 49 %,50 - 59 %,,,1,1,2001,4,0
Id_9pekd6llqc,2023-02-27,4,unemployed,1430.0,Urban,Northern Cape,1.0,0.0,0.0,5.0,40 - 49 %,,,50 - 59 %,50 - 59 %,0,1,2000,9,1
Id_6id379lhvq,2022-08-15,3,unemployed,127.0,Urban,Gauteng,,,,,,,,,,0,1,1992,8,0
Id_eo7iqbk7qa,2022-03-07,2,unemployed,70.0,Urban,Western Cape,,,,,,,,,,0,1,2000,1,0
Id_wjai3bewen,2023-02-07,4,wage employed,273.0,Rural,Limpopo,1.0,0.0,0.0,2.0,,50 - 59 %,50 - 59 %,,,1,1,2000,1,0
Id_rlvb8vu6wy,2023-02-27,4,other,,Urban,Eastern Cape,,,,,,,,,,0,1,1998,7,0
Id_sue43sxdfz,2022-02-24,2,unemployed,461.0,Urban,Gauteng,,,,,,,,,,1,1,2001,3,0
Id_ba9xs2kxhd,2023-02-10,4,studying,,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,,40 - 49 %,,,0,1,2001,5,0
Id_8fu2rb1a4g,2023-02-27,4,wage employed,92.0,Urban,Gauteng,,,,,,,,,,0,1,1989,2,0
Id_njy259bfgv,2022-03-09,2,studying,,Urban,KwaZulu-Natal,,,,,,,,,,1,1,1998,9,1
Id_tm3hgji6fc,2023-02-02,4,unemployed,1132.0,Urban,Gauteng,1.0,0.0,0.0,,,0 - 29 %,50 - 59 %,,,1,1,2000,1,0
Id_gotipjy3po,2023-03-09,4,studying,,Suburb,KwaZulu-Natal,1.0,0.0,0.0,1.0,30 - 39 %,,40 - 49 %,,30 - 39 %,1,1,1999,2,0
Id_m93ukap3as,2023-02-24,4,wage employed,31.0,Urban,Mpumalanga,0.0,0.0,0.0,4.0,,,,,,0,1,1995,4,0
Id_bgtftifwuh,2022-03-02,2,unemployed,795.0,Suburb,Mpumalanga,1.0,,,2.0,40 - 49 %,,60 - 69 %,,40 - 49 %,1,1,2000,1,0
Id_cebq0rcrdd,2022-03-04,2,unemployed,430.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,5.0,0 - 29 %,,50 - 59 %,,0 - 29 %,1,1,2000,1,0
Id_h7v8kgc9xg,2022-03-14,2,unemployed,808.0,Suburb,Mpumalanga,1.0,0.0,0.0,5.0,30 - 39 %,,60 - 69 %,,40 - 49 %,1,1,2000,1,0
Id_g1gpf8bcu1,2023-03-17,4,unemployed,460.0,Rural,Limpopo,1.0,0.0,0.0,,40 - 49 %,,50 - 59 %,,40 - 49 %,1,1,2003,3,0
Id_lu32vshcim,2022-08-10,3,unemployed,36.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,1.0,40 - 49 %,,50 - 59 %,,30 - 39 %,1,1,1995,5,0
Id_6wi1ddgqua,2022-02-28,2,self employed,5.0,Rural,North West,1.0,0.0,0.0,1.0,,70 - 79 %,60 - 69 %,,,0,1,2001,8,1
Id_yjzuepsb3b,2023-02-22,4,studying,,Rural,North West,1.0,0.0,0.0,1.0,,30 - 39 %,50 - 59 %,,,0,1,1999,9,0
Id_uif3uyc09f,2023-02-08,4,unemployed,1589.0,Urban,Limpopo,,,,,,,,,,1,1,1993,12,0
Id_vjpkya5mkf,2022-03-17,2,studying,,Urban,KwaZulu-Natal,,,,,,,,,,0,1,2000,1,1
Id_2paqyeef50,2022-08-05,3,wage employed,,Suburb,Limpopo,0.0,0.0,0.0,1.0,,,,,,1,1,1998,3,0
Id_w6jbgx3khh,2022-02-22,2,studying,,Rural,Limpopo,1.0,0.0,0.0,1.0,30 - 39 %,,60 - 69 %,,40 - 49 %,0,1,1998,3,1
Id_1n0u0uo6fu,2023-03-06,4,studying,,Urban,Gauteng,1.0,0.0,0.0,,,50 - 59 %,,60 - 69 %,,1,1,2003,10,0
Id_j117t86lc5,2023-02-22,4,unemployed,1497.0,Rural,Limpopo,1.0,0.0,0.0,2.0,30 - 39 %,,70 - 79 %,,50 - 59 %,0,1,1997,5,0
Id_alyw8zmz8y,2023-03-22,4,unemployed,95.0,Rural,KwaZulu-Natal,0.0,0.0,0.0,1.0,,,,,,1,1,2001,1,0
Id_zi7ukizdxr,2022-08-05,3,wage employed,,Urban,Limpopo,1.0,0.0,0.0,1.0,,40 - 49 %,60 - 69 %,,,1,1,1991,7,0
Id_e4pn07neh1,2023-02-13,4,unemployed,401.0,Rural,Mpumalanga,,,,,,,,,,0,1,2002,7,0
Id_yd94sc1pkh,2023-02-20,4,wage employed,128.0,Rural,Mpumalanga,,,,,,,,,,0,1,1995,5,1
Id_gydrn6qf28,2023-03-22,4,unemployed,370.0,Rural,KwaZulu-Natal,,,,,,,,,,1,1,1994,4,0
Id_l9gpnynh5s,2022-08-05,3,unemployed,1678.0,Rural,KwaZulu-Natal,0.0,0.0,0.0,3.0,,,,,,0,1,1991,6,0
Id_0pw8pd3k8w,2023-02-13,4,self employed,,Urban,KwaZulu-Natal,1.0,0.0,0.0,4.0,,30 - 39 %,,40 - 49 %,,1,1,1998,7,1
Id_aoraplb7r7,2022-08-11,3,unemployed,1344.0,Urban,Eastern Cape,1.0,0.0,1.0,0.0,,50 - 59 %,50 - 59 %,,,1,1,1997,8,0
Id_u3xknjkpe3,2023-03-06,4,wage employed,31.0,Urban,Gauteng,,,,,,,,,,1,1,2002,11,0
Id_091f9i1n8x,2023-03-13,4,unemployed,365.0,Urban,Gauteng,1.0,0.0,0.0,4.0,,30 - 39 %,,50 - 59 %,,1,1,2000,3,1
Id_fqm97k53lm,2023-02-10,4,unemployed,615.0,Urban,KwaZulu-Natal,1.0,,,,,40 - 49 %,50 - 59 %,,,0,1,2000,1,0
Id_3rqywcq25f,2023-02-28,4,other,,Suburb,Limpopo,0.0,0.0,0.0,1.0,,,,,,0,1,1991,1,0
Id_4l9530eunu,2022-02-28,2,unemployed,100.0,Urban,KwaZulu-Natal,,,,,,,,,,0,1,1994,2,1
Id_jy3v3po9mn,2023-02-16,4,unemployed,401.0,Rural,KwaZulu-Natal,1.0,,,2.0,,40 - 49 %,60 - 69 %,,,1,1,2000,1,0
Id_64b93srpan,2021-08-12,1,studying,,Urban,KwaZulu-Natal,1.0,,,,40 - 49 %,,50 - 59 %,,40 - 49 %,1,1,1996,11,0
Id_7jps4z25zz,2022-08-11,3,other,,Urban,Gauteng,,,,,,,,,,0,1,1999,12,1
Id_4yduzwzlol,2023-02-27,4,studying,,Urban,KwaZulu-Natal,,,,,,,,,,0,1,2002,12,1
Id_h32h41odho,2023-02-02,4,unemployed,243.0,Urban,Gauteng,1.0,0.0,0.0,3.0,,30 - 39 %,,60 - 69 %,,0,1,2000,7,1
Id_s58iabvhif,2022-03-08,2,unemployed,430.0,Urban,KwaZulu-Natal,0.0,,,2.0,,,,,,1,1,1997,8,0
Id_482ym231x5,2022-03-16,2,unemployed,671.0,Suburb,North West,1.0,,,,,40 - 49 %,50 - 59 %,,,1,1,2000,1,1
Id_og3f6cx4fg,2022-02-22,2,studying,,Urban,KwaZulu-Natal,1.0,,,2.0,,,,,,0,1,1994,3,1
Id_qhcuzalav1,2022-03-16,2,wage employed,113.0,Urban,Limpopo,1.0,,,3.0,0 - 29 %,,80 - 100 %,,30 - 39 %,1,1,2000,1,0
Id_r7683hcwge,2022-03-14,2,studying,,Rural,Eastern Cape,,,,,,,,,,1,1,2000,1,0
Id_ph2gy5rpzd,2023-03-24,4,studying,,Urban,Gauteng,0.0,0.0,0.0,,,,,,,1,1,1994,10,0
Id_u8cf5g32e2,2021-08-23,1,wage employed,0.0,Urban,Gauteng,,,,,,,,,,1,1,1997,2,0
Id_luebo3wamq,2023-02-14,4,studying,,Urban,Gauteng,1.0,0.0,0.0,3.0,,50 - 59 %,,40 - 49 %,,0,1,2000,5,0
Id_wfuy5uweyg,2022-08-11,3,other,,Urban,Gauteng,1.0,0.0,0.0,3.0,,50 - 59 %,60 - 69 %,,,0,1,2001,11,1
Id_4pr4cmwuyj,2022-02-28,2,unemployed,365.0,Urban,North West,1.0,0.0,0.0,3.0,,50 - 59 %,,50 - 59 %,,0,1,1998,12,1
Id_3d7l1h5sxu,2021-08-19,1,wage employed,0.0,Rural,North West,1.0,,,1.0,,,,,,1,1,1991,9,0
Id_1a9zrmdmtg,2022-03-07,2,wage employed,44.0,Urban,KwaZulu-Natal,1.0,,,5.0,,30 - 39 %,,40 - 49 %,,1,1,2000,1,0
Id_l28dhumdcx,2023-03-02,4,wage employed,334.0,Rural,Limpopo,0.0,0.0,0.0,2.0,,,,,,0,1,1993,3,0
Id_5a2abyj0x8,2022-02-24,2,unemployed,402.0,Urban,North West,1.0,,,2.0,,30 - 39 %,50 - 59 %,,,1,1,1998,9,0
Id_swwoaj0tv9,2022-08-11,3,unemployed,158.0,Urban,Gauteng,1.0,0.0,0.0,2.0,60 - 69 %,,50 - 59 %,,60 - 69 %,0,1,2000,3,0
Id_4k34ic91z4,2022-03-09,2,studying,,Urban,Gauteng,1.0,0.0,0.0,5.0,,60 - 69 %,,50 - 59 %,,1,1,1999,7,0
Id_tuez46pr2q,2022-08-08,3,wage employed,,Suburb,Eastern Cape,,,,,,,,,,0,1,1998,1,0
Id_6mx7trudur,2022-03-10,2,self employed,2995.0,Urban,Eastern Cape,1.0,,,,,0 - 29 %,40 - 49 %,,40 - 49 %,1,1,1987,3,1
Id_yjkdfv47wi,2021-08-12,1,unemployed,0.0,Urban,Gauteng,0.0,,,5.0,,,,,,1,1,1991,10,0
Id_r9lvahxar9,2023-03-02,4,unemployed,1127.0,Suburb,Mpumalanga,,,,,,,,,,1,1,2000,1,1
Id_avpk2lwyak,2023-02-14,4,unemployed,767.0,Rural,Limpopo,,,,,,,,,,0,1,2000,1,0
Id_e7ml33lj0s,2022-02-21,2,self employed,422.0,Urban,KwaZulu-Natal,1.0,1.0,,5.0,60 - 69 %,,,60 - 69 %,40 - 49 %,0,1,1994,11,1
Id_fj47nhz6f1,2023-03-09,4,studying,,Urban,Gauteng,1.0,0.0,0.0,,,40 - 49 %,50 - 59 %,,,1,1,2003,11,0
Id_07lsdwu1fa,2023-02-16,4,unemployed,365.0,Rural,Limpopo,,,,,,,,,,1,1,2000,1,0
Id_9gofbe9gun,2023-02-13,4,studying,,Urban,Gauteng,1.0,,,5.0,,50 - 59 %,,50 - 59 %,,1,1,2000,1,0
Id_ps4dhpaod9,2022-08-02,3,studying,,Urban,North West,1.0,0.0,0.0,0.0,30 - 39 %,,,70 - 79 %,70 - 79 %,0,1,1997,4,0
Id_h3oi5e36hf,2023-02-16,4,studying,,Suburb,Gauteng,1.0,,,0.0,,60 - 69 %,50 - 59 %,,,1,1,2000,1,0
Id_ytuqcz2hns,2022-08-10,3,studying,,Suburb,Northern Cape,,,,,,,,,,0,1,2000,4,0
Id_5o46tm0jsn,2023-02-02,4,unemployed,1065.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,,50 - 59 %,,0 - 29 %,0,1,2000,5,1
Id_ojfmabip9b,2023-03-06,4,unemployed,856.0,Urban,Eastern Cape,,,,,,,,,,1,1,2000,10,0
Id_cur3q3njt4,2023-02-21,4,unemployed,554.0,Rural,Mpumalanga,1.0,0.0,0.0,2.0,30 - 39 %,,40 - 49 %,,30 - 39 %,0,1,1995,8,0
Id_m12b4yy3hn,2021-08-12,1,unemployed,1158.0,Rural,Limpopo,1.0,,,3.0,,,,,,1,1,1998,5,1
Id_lchw0v7wnx,2023-02-22,4,unemployed,1096.0,Rural,Limpopo,,,,,,,,,,0,1,1996,11,0
Id_k3nqqdebue,2023-03-16,4,unemployed,856.0,Rural,Mpumalanga,1.0,0.0,0.0,,,60 - 69 %,50 - 59 %,,,1,1,1992,12,0
Id_v7murhdn9e,2022-02-28,2,unemployed,798.0,Urban,North West,0.0,0.0,0.0,,,,,,,0,1,1999,1,0
Id_k9im45k4vt,2022-08-15,3,other,,Urban,KwaZulu-Natal,1.0,,,1.0,40 - 49 %,,40 - 49 %,,,1,1,2004,4,1
Id_zrgjgqiuds,2023-03-02,4,self employed,,Urban,Free State,1.0,,,2.0,,40 - 49 %,50 - 59 %,,,1,1,2000,1,0
Id_w289dilhcz,2022-03-01,2,studying,,Urban,Eastern Cape,1.0,,,3.0,30 - 39 %,,,50 - 59 %,,0,1,2002,6,1
Id_c9vjd6czc2,2023-02-13,4,unemployed,189.0,Urban,Gauteng,1.0,0.0,0.0,4.0,,50 - 59 %,40 - 49 %,,,0,1,1992,1,0
Id_v20cmm6ze1,2023-02-16,4,wage employed,273.0,Urban,KwaZulu-Natal,0.0,0.0,0.0,5.0,,,,,,1,1,2000,1,0
Id_pgzkvbq3hb,2023-03-20,4,unemployed,64.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,3.0,,0 - 29 %,40 - 49 %,,,1,1,2000,12,0
Id_2d0vqvitfn,2023-02-24,4,studying,,Urban,Eastern Cape,1.0,0.0,0.0,3.0,40 - 49 %,,60 - 69 %,,40 - 49 %,0,1,2000,11,1
Id_ranih0cfls,2023-02-16,4,unemployed,36.0,Urban,Mpumalanga,1.0,0.0,0.0,,,40 - 49 %,40 - 49 %,,,1,1,2001,12,0
Id_rys9nfcetd,2023-03-02,4,studying,,Urban,Free State,1.0,,,1.0,30 - 39 %,,40 - 49 %,,0 - 29 %,1,1,2000,1,0
Id_weoi7o6k5f,2022-02-28,2,self employed,369.0,Suburb,Gauteng,0.0,,,5.0,,,,,,0,1,1997,4,1
Id_mcf1lqm7xj,2023-02-14,4,wage employed,487.0,Urban,Gauteng,1.0,0.0,0.0,,0 - 29 %,,60 - 69 %,,,1,1,1999,1,0
Id_72pwsptzp2,2022-02-25,2,unemployed,1519.0,Urban,Gauteng,,,,,,,,,,1,1,1997,10,0
Id_ahjjfve5up,2023-03-16,4,unemployed,64.0,Urban,North West,1.0,0.0,0.0,,,30 - 39 %,50 - 59 %,,,1,1,2002,2,0
Id_y4srxp0jew,2022-08-01,3,unemployed,1466.0,Urban,Mpumalanga,,,,,,,,,,1,1,1992,9,0
Id_zo1iltxiut,2023-02-15,4,unemployed,242.0,Urban,KwaZulu-Natal,0.0,0.0,0.0,,,,,,,1,1,1999,3,1
Id_ao4ee754sd,2023-03-16,4,unemployed,5.0,Urban,Limpopo,1.0,0.0,0.0,,,30 - 39 %,40 - 49 %,,,1,1,1991,4,0
Id_h2wancpdlo,2023-03-03,4,studying,,Urban,KwaZulu-Natal,1.0,0.0,0.0,,,0 - 29 %,40 - 49 %,,,0,1,1999,12,1
Id_v12i6qipow,2023-03-20,4,self employed,,Urban,KwaZulu-Natal,,,,,,,,,,1,1,2001,11,1
Id_m1h6y56ez9,2022-03-03,2,unemployed,826.0,Urban,Gauteng,1.0,,,2.0,,40 - 49 %,50 - 59 %,,,1,1,2000,1,0
Id_zg02qrl9y7,2023-02-13,4,studying,,Urban,Mpumalanga,1.0,0.0,0.0,0.0,,50 - 59 %,40 - 49 %,,,0,1,2002,8,0
Id_wdosys3ufm,2022-03-09,2,unemployed,1444.0,Urban,Limpopo,1.0,0.0,0.0,3.0,60 - 69 %,,50 - 59 %,,40 - 49 %,1,1,1985,12,0
Id_tw5xl78xw1,2023-02-15,4,studying,,Urban,KwaZulu-Natal,1.0,0.0,0.0,5.0,40 - 49 %,,,60 - 69 %,50 - 59 %,1,1,2003,7,0
Id_1vap75kgz5,2023-03-16,4,unemployed,64.0,Urban,Mpumalanga,1.0,0.0,0.0,,0 - 29 %,,40 - 49 %,,0 - 29 %,1,1,2002,11,0
Id_pgomrd2f4a,2022-08-02,3,unemployed,948.0,Urban,Eastern Cape,1.0,0.0,0.0,0.0,,60 - 69 %,,60 - 69 %,,0,1,2000,7,0
Id_kkd1pho29m,2023-02-07,4,unemployed,1073.0,Suburb,Gauteng,0.0,0.0,0.0,,,,,,,1,1,1998,2,0
Id_n99wzlj8ex,2023-03-23,4,studying,,Urban,Mpumalanga,,,,,,,,,,1,1,1991,12,0
Id_i473pb5gc9,2022-08-01,3,unemployed,583.0,Suburb,Free State,0.0,,,3.0,,,,,,0,1,1997,4,0
Id_nu2szi0n58,2023-02-24,4,unemployed,365.0,Suburb,Free State,1.0,0.0,0.0,,,30 - 39 %,40 - 49 %,,,0,1,2000,11,0
Id_eaxlbzhrn0,2023-03-20,4,unemployed,2986.0,Urban,KwaZulu-Natal,,,,,,,,,,1,1,1992,2,0
Id_qvtq700jvt,2023-03-06,4,studying,,Rural,KwaZulu-Natal,1.0,0.0,0.0,1.0,,30 - 39 %,50 - 59 %,,,1,1,2000,1,0
Id_ob4ez0q073,2023-03-07,4,studying,,Rural,KwaZulu-Natal,,,,,,,,,,1,1,1989,10,0
Id_ur94c9nl2q,2022-02-25,2,unemployed,366.0,Urban,Eastern Cape,0.0,0.0,0.0,3.0,,,,,,1,1,1999,1,0
Id_666p9fxa0k,2022-08-04,3,unemployed,248.0,Urban,Gauteng,,,,,,,,,,0,1,1998,3,0
Id_c7i3ksivgy,2022-03-07,2,unemployed,436.0,Suburb,KwaZulu-Natal,1.0,,,,0 - 29 %,,50 - 59 %,,,0,1,2000,1,0
Id_hd7mij07aj,2022-08-05,3,studying,,Urban,Gauteng,1.0,0.0,0.0,2.0,,70 - 79 %,60 - 69 %,,,0,1,2003,6,0
Id_31kld2jxeg,2022-07-29,3,wage employed,,Rural,Limpopo,1.0,1.0,0.0,2.0,50 - 59 %,,50 - 59 %,,40 - 49 %,0,1,1989,5,0
Id_zpcn9z9b68,2023-02-09,4,wage employed,90.0,Urban,Gauteng,,,,,,,,,,0,1,2000,1,0
Id_hfsqbjk40o,2023-03-03,4,wage employed,92.0,Urban,Gauteng,1.0,0.0,0.0,2.0,,40 - 49 %,40 - 49 %,,,1,1,2000,1,1
Id_zrd2ropt30,2022-08-12,3,wage and self employed,1282.0,Urban,KwaZulu-Natal,1.0,,,5.0,,,,,,0,1,1999,7,1
Id_joud5ubuug,2022-08-12,3,self employed,431.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,,0 - 29 %,,60 - 69 %,,30 - 39 %,1,1,1995,9,1
Id_dp29a0vwmd,2023-02-16,4,unemployed,36.0,Urban,KwaZulu-Natal,,,,,,,,,,0,1,2004,2,0
Id_u8s5w4tg8r,2023-03-09,4,wage employed,151.0,Urban,Free State,0.0,0.0,0.0,1.0,,,,,,1,1,1990,12,0
Id_yhs8foyl9p,2023-02-28,4,studying,,Urban,KwaZulu-Natal,,,,,,,,,,0,1,1999,11,0
Id_1xqlx13eq2,2022-09-03,3,other,,Urban,Gauteng,1.0,,,2.0,,,,,,0,1,1999,12,1
Id_u2vtv85sin,2022-03-15,2,unemployed,640.0,Urban,Gauteng,1.0,0.0,0.0,,30 - 39 %,,50 - 59 %,,,1,1,2000,1,1
Id_mnqzao71i3,2023-02-06,4,wage employed,1132.0,Urban,Mpumalanga,,,,,,,,,,0,1,1995,6,1
Id_bu9rwdm6id,2023-03-06,4,studying,,Suburb,Free State,,,,,,,,,,1,1,2004,6,0
Id_xt0sjhi7gt,2022-07-28,3,wage employed,,Urban,Gauteng,1.0,0.0,0.0,,,80 - 100 %,,70 - 79 %,,0,1,1991,12,0
Id_din7w42hcp,2022-08-11,3,other,,Urban,Northern Cape,1.0,0.0,0.0,,0 - 29 %,,80 - 100 %,,30 - 39 %,1,1,1999,10,1
Id_0uyfacpjny,2023-02-16,4,studying,,Urban,Gauteng,1.0,0.0,0.0,,30 - 39 %,,40 - 49 %,,40 - 49 %,1,1,1996,10,0
Id_vpixtfpwcb,2022-03-01,2,studying,,Urban,Gauteng,1.0,0.0,0.0,4.0,,60 - 69 %,50 - 59 %,,,0,1,1998,12,1
Id_vgf3jly37t,2023-03-13,4,unemployed,429.0,Rural,Mpumalanga,,,,,,,,,,1,1,1991,2,0
Id_52yvs7g95g,2022-08-08,3,other,,Urban,North West,1.0,,,,,40 - 49 %,50 - 59 %,,,0,1,1994,11,1
Id_jnyykqdp6u,2022-08-15,3,unemployed,309.0,Urban,Limpopo,,,,,,,,,,0,1,2002,8,0
Id_mfrzctoalc,2022-08-01,3,studying,,Rural,Mpumalanga,1.0,0.0,0.0,4.0,,70 - 79 %,60 - 69 %,,,0,1,1999,11,0
Id_8nlt4qtpc7,2023-03-22,4,unemployed,429.0,Suburb,KwaZulu-Natal,,,,,,,,,,1,1,2000,4,0
